"Mod name","Registry name","Item ID","Display name"
"Alex's Mobs","alexsmobs:rattlesnake_rattle",1580,"Rattlesnake Rattle"
"Alex's Mobs","alexsmobs:roadrunner_boots",1568,"Roadrunner Boots"
"Alex's Mobs","alexsmobs:roadrunner_feather",1567,"Roadrunner Feather"
"Alex's Mobs","alexsmobs:shark_tooth",1582,"Shark Tooth"
"Alex's Mobs","alexsmobs:shark_tooth_arrow",1583,"Shark Tooth Arrow"
"Alex's Mobs","alexsmobs:sombrero",1605,"Sombrero"
"Alex's Mobs","alexsmobs:sopa_de_macaco",1590,"Sopa De Macaco"
"Alex's Mobs","alexsmobs:soul_heart",1610,"Soul Heart"
"Alex's Mobs","alexsmobs:spawn_egg_alligator_snapping_turtle",1549,"Alligator Snapping Turtle Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_blobfish",1540,"Blobfish Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_bone_serpent",1520,"Bone Serpent Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_cachalot_whale",1561,"Cachalot Whale Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_capuchin_monkey",1534,"Capuchin Monkey Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_centipede",1535,"Cave Centipede Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_cockroach",1542,"Cockroach Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_crimson_mosquito",1528,"Crimson Mosquito Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_crocodile",1522,"Crocodile Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_crow",1548,"Crow Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_dropbear",1558,"Dropbear Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_elephant",1544,"Elephant Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_emu",1556,"Emu Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_endergrade",1530,"Endergrade Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_enderiophage",1563,"Enderiophage Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_fly",1523,"Fly Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_gazelle",1521,"Gazelle Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_gorilla",1527,"Gorilla Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_grizzly_bear",1518,"Grizzly Bear Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_guster",1552,"Guster Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_hammerhead_shark",1531,"Hammerhead Shark Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_hummingbird",1524,"Hummingbird Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_kangaroo",1560,"Kangaroo Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_komodo_dragon",1533,"Komodo Dragon Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_leafcutter_ant",1562,"Leafcutter Ant Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_lobster",1532,"Lobster Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_mantis_shrimp",1551,"Mantis Shrimp Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_mimicube",1538,"Mimicube Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_moose",1537,"Moose Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_mungus",1550,"Mungus Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_orca",1525,"Orca Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_platypus",1557,"Platypus Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_raccoon",1539,"Raccoon Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_rattlesnake",1529,"Rattlesnake Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_roadrunner",1519,"Roadrunner Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_seal",1541,"Seal Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_shoebill",1543,"Shoebill Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_snow_leopard",1546,"Snow Leopard Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_soul_vulture",1545,"Soul Vulture Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_spectre",1547,"Spectre Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_straddler",1554,"Straddler Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_stradpole",1555,"Stradpole Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_sunbird",1526,"Sunbird Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_tasmanian_devil",1559,"Tasmanian Devil Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_warped_mosco",1553,"Warped Mosco Spawn Egg"
"Alex's Mobs","alexsmobs:spawn_egg_warped_toad",1536,"Warped Toad Spawn Egg"
"Alex's Mobs","alexsmobs:spiked_scute",1611,"Spiked Scute"
"Alex's Mobs","alexsmobs:spiked_turtle_shell",1612,"Spiked Turtle Shell"
"Alex's Mobs","alexsmobs:straddleboard",1621,"Straddleboard"
"Alex's Mobs","alexsmobs:straddlite",1619,"Straddlite"
"Alex's Mobs","alexsmobs:stradpole_bucket",1620,"Bucket of Stradpole"
"Alex's Mobs","alexsmobs:tab_icon",1564,"Alex's Mobs"
"Alex's Mobs","alexsmobs:warped_mixture",1618,"Warped Mixture"
"Alex's Mobs","alexsmobs:warped_muscle",1615,"Warped Muscle"
"AllTheOres","alltheores:aluminum_block",2975,"Aluminum Block"
"AllTheOres","alltheores:aluminum_clump",3079,"Aluminum Clump"
"AllTheOres","alltheores:aluminum_crystal",3069,"Aluminum Crystal"
"AllTheOres","alltheores:aluminum_dust",2978,"Aluminum Dust"
"AllTheOres","alltheores:aluminum_ingot",2976,"Aluminum Ingot"
"AllTheOres","alltheores:aluminum_nugget",2977,"Aluminum Nugget"
"AllTheOres","alltheores:aluminum_shard",3059,"Aluminum Shard"
"AllTheOres","alltheores:copper_block",2982,"Copper Block"
"AllTheOres","alltheores:copper_clump",3080,"Copper Clump"
"AllTheOres","alltheores:copper_crystal",3070,"Copper Crystal"
"AllTheOres","alltheores:copper_dust",2985,"Copper Dust"
"AllTheOres","alltheores:copper_ingot",2983,"Copper Ingot"
"AllTheOres","alltheores:copper_nugget",2984,"Copper Nugget"
"AllTheOres","alltheores:copper_shard",3060,"Copper Shard"
"AllTheOres","alltheores:dirty_aluminum_dust",3049,"Dirty Aluminum Dust"
"AllTheOres","alltheores:dirty_copper_dust",3050,"Dirty Copper Dust"
"AllTheOres","alltheores:dirty_lead_dust",3051,"Dirty Lead Dust"
"AllTheOres","alltheores:dirty_nickel_dust",3052,"Dirty Nickel Dust"
"AllTheOres","alltheores:dirty_osmium_dust",3053,"Dirty Osmium Dust"
"AllTheOres","alltheores:dirty_platinum_dust",3054,"Dirty Platinum Dust"
"AllTheOres","alltheores:dirty_silver_dust",3055,"Dirty Silver Dust"
"AllTheOres","alltheores:dirty_tin_dust",3056,"Dirty Tin Dust"
"AllTheOres","alltheores:dirty_uranium_dust",3057,"Dirty Uranium Dust"
"AllTheOres","alltheores:dirty_zinc_dust",3058,"Dirty Zinc Dust"
"AllTheOres","alltheores:gold_dust",3043,"Gold Dust"
"AllTheOres","alltheores:iron_dust",3042,"Iron Dust"
"AllTheOres","alltheores:lead_block",2989,"Lead Block"
"AllTheOres","alltheores:lead_clump",3081,"Lead Clump"
"AllTheOres","alltheores:lead_crystal",3071,"Lead Crystal"
"AllTheOres","alltheores:lead_dust",2992,"Lead Dust"
"AllTheOres","alltheores:lead_ingot",2990,"Lead Ingot"
"AllTheOres","alltheores:lead_nugget",2991,"Lead Nugget"
"AllTheOres","alltheores:lead_shard",3061,"Lead Shard"
"AllTheOres","alltheores:molten_aluminum_bucket",2972,"Molten Aluminum Bucket"
"AllTheOres","alltheores:molten_copper_bucket",2979,"Molten Copper Bucket"
"AllTheOres","alltheores:molten_lead_bucket",2986,"Molten Lead Bucket"
"AllTheOres","alltheores:molten_nickel_bucket",2993,"Molten Nickel Bucket"
"AllTheOres","alltheores:molten_osmium_bucket",3000,"Molten Osmium Bucket"
"AllTheOres","alltheores:molten_platinum_bucket",3007,"Molten Platinum Bucket"
"AllTheOres","alltheores:molten_silver_bucket",3014,"Molten Silver Bucket"
"AllTheOres","alltheores:molten_tin_bucket",3021,"Molten Tin Bucket"
"AllTheOres","alltheores:molten_uranium_bucket",3028,"Molten Uranium Bucket"
"AllTheOres","alltheores:molten_zinc_bucket",3035,"Molten Zinc Bucket"
"AllTheOres","alltheores:nickel_block",2996,"Nickel Block"
"AllTheOres","alltheores:nickel_clump",3082,"Nickel Clump"
"AllTheOres","alltheores:nickel_crystal",3072,"Nickel Crystal"
"AllTheOres","alltheores:nickel_dust",2999,"Nickel Dust"
"AllTheOres","alltheores:nickel_ingot",2997,"Nickel Ingot"
"AllTheOres","alltheores:nickel_nugget",2998,"Nickel Nugget"
"AllTheOres","alltheores:nickel_shard",3062,"Nickel Shard"
"AllTheOres","alltheores:ore_aluminum",2973,"Aluminum Ore"
"AllTheOres","alltheores:ore_copper",2980,"Copper Ore"
"AllTheOres","alltheores:ore_lead",2987,"Lead Ore"
"AllTheOres","alltheores:ore_nickel",2994,"Nickel Ore"
"AllTheOres","alltheores:ore_osmium",3001,"Osmium Ore"
"AllTheOres","alltheores:ore_other_aluminum",2974,"Other Aluminum Ore"
"AllTheOres","alltheores:ore_other_coal",3044,"Other Coal Ore"
"AllTheOres","alltheores:ore_other_copper",2981,"Other Copper Ore"
"AllTheOres","alltheores:ore_other_diamond",3047,"Other Diamond Ore"
"AllTheOres","alltheores:ore_other_iron",3045,"Other Iron Ore"
"AllTheOres","alltheores:ore_other_lapis",3048,"Other Lapis Ore"
"AllTheOres","alltheores:ore_other_lead",2988,"Other Lead Ore"
"AllTheOres","alltheores:ore_other_nickel",2995,"Other Nickel Ore"
"AllTheOres","alltheores:ore_other_osmium",3002,"Other Osmium Ore"
"AllTheOres","alltheores:ore_other_platinum",3009,"Other Platinum Ore"
"AllTheOres","alltheores:ore_other_redstone",3046,"Other Redstone Ore"
"AllTheOres","alltheores:ore_other_silver",3016,"Other Silver Ore"
"AllTheOres","alltheores:ore_other_tin",3023,"Other Tin Ore"
"AllTheOres","alltheores:ore_other_uranium",3030,"Other Uranium Ore"
"AllTheOres","alltheores:ore_other_zinc",3037,"Other Zinc Ore"
"AllTheOres","alltheores:ore_platinum",3008,"Platinum Ore"
"AllTheOres","alltheores:ore_silver",3015,"Silver Ore"
"AllTheOres","alltheores:ore_tin",3022,"Tin Ore"
"AllTheOres","alltheores:ore_uranium",3029,"Uranium Ore"
"AllTheOres","alltheores:ore_zinc",3036,"Zinc Ore"
"AllTheOres","alltheores:osmium_block",3003,"Osmium Block"
"AllTheOres","alltheores:osmium_clump",3083,"Osmium Clump"
"AllTheOres","alltheores:osmium_crystal",3073,"Osmium Crystal"
"AllTheOres","alltheores:osmium_dust",3006,"Osmium Dust"
"AllTheOres","alltheores:osmium_ingot",3004,"Osmium Ingot"
"AllTheOres","alltheores:osmium_nugget",3005,"Osmium Nugget"
"AllTheOres","alltheores:osmium_shard",3063,"Osmium Shard"
"AllTheOres","alltheores:platinum_block",3010,"Platinum Block"
"AllTheOres","alltheores:platinum_clump",3084,"Platinum Clump"
"AllTheOres","alltheores:platinum_crystal",3074,"Platinum Crystal"
"AllTheOres","alltheores:platinum_dust",3013,"Platinum Dust"
"AllTheOres","alltheores:platinum_ingot",3011,"Platinum Ingot"
"AllTheOres","alltheores:platinum_nugget",3012,"Platinum Nugget"
"AllTheOres","alltheores:platinum_shard",3064,"Platinum Shard"
"AllTheOres","alltheores:silver_block",3017,"Silver Block"
"AllTheOres","alltheores:silver_clump",3085,"Silver Clump"
"AllTheOres","alltheores:silver_crystal",3075,"Silver Crystal"
"AllTheOres","alltheores:silver_dust",3020,"Silver Dust"
"AllTheOres","alltheores:silver_ingot",3018,"Silver Ingot"
"AllTheOres","alltheores:silver_nugget",3019,"Silver Nugget"
"AllTheOres","alltheores:silver_shard",3065,"Silver Shard"
"AllTheOres","alltheores:tin_block",3024,"Tin Block"
"AllTheOres","alltheores:tin_clump",3086,"Tin Clump"
"AllTheOres","alltheores:tin_crystal",3076,"Tin Crystal"
"AllTheOres","alltheores:tin_dust",3027,"Tin Dust"
"AllTheOres","alltheores:tin_ingot",3025,"Tin Ingot"
"AllTheOres","alltheores:tin_nugget",3026,"Tin Nugget"
"AllTheOres","alltheores:tin_shard",3066,"Tin Shard"
"AllTheOres","alltheores:uranium_block",3031,"Uranium Block"
"AllTheOres","alltheores:uranium_clump",3087,"Uranium Clump"
"AllTheOres","alltheores:uranium_crystal",3077,"Uranium Crystal"
"AllTheOres","alltheores:uranium_dust",3034,"Uranium Dust"
"AllTheOres","alltheores:uranium_ingot",3032,"Uranium Ingot"
"AllTheOres","alltheores:uranium_nugget",3033,"Uranium Nugget"
"AllTheOres","alltheores:uranium_shard",3067,"Uranium Shard"
"AllTheOres","alltheores:zinc_block",3038,"Zinc Block"
"AllTheOres","alltheores:zinc_clump",3088,"Zinc Clump"
"AllTheOres","alltheores:zinc_crystal",3078,"Zinc Crystal"
"AllTheOres","alltheores:zinc_dust",3041,"Zinc Dust"
"AllTheOres","alltheores:zinc_ingot",3039,"Zinc Ingot"
"AllTheOres","alltheores:zinc_nugget",3040,"Zinc Nugget"
"AllTheOres","alltheores:zinc_shard",3068,"Zinc Shard"
"Applied Energistics 2","appliedenergistics2:128_cubed_spatial_cell_component",4335,"128? Spatial Component"
"Applied Energistics 2","appliedenergistics2:128_cubed_spatial_storage_cell",4428,"128? Spatial Storage Cell"
"Applied Energistics 2","appliedenergistics2:16_cubed_spatial_cell_component",4334,"16? Spatial Component"
"Applied Energistics 2","appliedenergistics2:16_cubed_spatial_storage_cell",4427,"16? Spatial Storage Cell"
"Applied Energistics 2","appliedenergistics2:16k_cell_component",4357,"16k ME Storage Component"
"Applied Energistics 2","appliedenergistics2:16k_crafting_storage",4304,"16k Crafting Storage"
"Applied Energistics 2","appliedenergistics2:16k_fluid_cell_component",4388,"16k ME Fluid Storage Component"
"Applied Energistics 2","appliedenergistics2:16k_fluid_storage_cell",4424,"16k ME Fluid Storage Cell"
"Applied Energistics 2","appliedenergistics2:16k_portable_cell",4410,"16k Portable Cell"
"Applied Energistics 2","appliedenergistics2:16k_storage_cell",4420,"16k ME Storage Cell"
"Applied Energistics 2","appliedenergistics2:1k_cell_component",4355,"1k ME Storage Component"
"Applied Energistics 2","appliedenergistics2:1k_crafting_storage",4302,"1k Crafting Storage"
"Applied Energistics 2","appliedenergistics2:1k_fluid_cell_component",4386,"1k ME Fluid Storage Component"
"Applied Energistics 2","appliedenergistics2:1k_fluid_storage_cell",4422,"1k ME Fluid Storage Cell"
"Applied Energistics 2","appliedenergistics2:1k_storage_cell",4418,"1k ME Storage Cell"
"Applied Energistics 2","appliedenergistics2:2_cubed_spatial_cell_component",4333,"2? Spatial Component"
"Applied Energistics 2","appliedenergistics2:2_cubed_spatial_storage_cell",4426,"2? Spatial Storage Cell"
"Applied Energistics 2","appliedenergistics2:4k_cell_component",4356,"4k ME Storage Component"
"Applied Energistics 2","appliedenergistics2:4k_crafting_storage",4303,"4k Crafting Storage"
"Applied Energistics 2","appliedenergistics2:4k_fluid_cell_component",4387,"4k ME Fluid Storage Component"
"Applied Energistics 2","appliedenergistics2:4k_fluid_storage_cell",4423,"4k ME Fluid Storage Cell"
"Applied Energistics 2","appliedenergistics2:4k_portable_cell",4409,"4k Portable Cell"
"Applied Energistics 2","appliedenergistics2:4k_storage_cell",4419,"4k ME Storage Cell"
"Applied Energistics 2","appliedenergistics2:64k_cell_component",4358,"64k ME Storage Component"
"Applied Energistics 2","appliedenergistics2:64k_crafting_storage",4305,"64k Crafting Storage"
"Applied Energistics 2","appliedenergistics2:64k_fluid_cell_component",4389,"64k ME Fluid Storage Component"
"Applied Energistics 2","appliedenergistics2:64k_fluid_storage_cell",4425,"64k ME Fluid Storage Cell"
"Applied Energistics 2","appliedenergistics2:64k_portable_cell",4411,"64k Portable Cell"
"Applied Energistics 2","appliedenergistics2:64k_storage_cell",4421,"64k ME Storage Cell"
"Applied Energistics 2","appliedenergistics2:advanced_card",4351,"Advanced Card"
"Applied Energistics 2","appliedenergistics2:annihilation_core",4381,"Annihilation Core"
"Applied Energistics 2","appliedenergistics2:annihilation_plane",4572,"ME Annihilation Plane"
"Applied Energistics 2","appliedenergistics2:basic_card",4350,"Basic Card"
"Applied Energistics 2","appliedenergistics2:biometric_card",4413,"Biometric Card"
"Applied Energistics 2","appliedenergistics2:black_covered_cable",4504,"Black ME Covered Cable"
"Applied Energistics 2","appliedenergistics2:black_covered_dense_cable",4538,"Black ME Dense Covered Cable"
"Applied Energistics 2","appliedenergistics2:black_glass_cable",4521,"Black ME Glass Cable"
"Applied Energistics 2","appliedenergistics2:black_lumen_paint_ball",4465,"Black Lumen Paint Ball"
"Applied Energistics 2","appliedenergistics2:black_paint_ball",4449,"Black Paint Ball"
"Applied Energistics 2","appliedenergistics2:black_smart_cable",4487,"Black ME Smart Cable"
"Applied Energistics 2","appliedenergistics2:black_smart_dense_cable",4555,"Black ME Dense Smart Cable"
"Applied Energistics 2","appliedenergistics2:blank_pattern",4385,"Blank Pattern"
"Applied Energistics 2","appliedenergistics2:blue_covered_cable",4500,"Blue ME Covered Cable"
"Applied Energistics 2","appliedenergistics2:blue_covered_dense_cable",4534,"Blue ME Dense Covered Cable"
"Applied Energistics 2","appliedenergistics2:blue_glass_cable",4517,"Blue ME Glass Cable"
"Applied Energistics 2","appliedenergistics2:blue_lumen_paint_ball",4461,"Blue Lumen Paint Ball"
"Applied Energistics 2","appliedenergistics2:blue_paint_ball",4445,"Blue Paint Ball"
"Applied Energistics 2","appliedenergistics2:blue_smart_cable",4483,"Blue ME Smart Cable"
"Applied Energistics 2","appliedenergistics2:blue_smart_dense_cable",4551,"Blue ME Dense Smart Cable"
"Applied Energistics 2","appliedenergistics2:brown_covered_cable",4501,"Brown ME Covered Cable"
"Applied Energistics 2","appliedenergistics2:brown_covered_dense_cable",4535,"Brown ME Dense Covered Cable"
"Applied Energistics 2","appliedenergistics2:brown_glass_cable",4518,"Brown ME Glass Cable"
"Applied Energistics 2","appliedenergistics2:brown_lumen_paint_ball",4462,"Brown Lumen Paint Ball"
"Applied Energistics 2","appliedenergistics2:brown_paint_ball",4446,"Brown Paint Ball"
"Applied Energistics 2","appliedenergistics2:brown_smart_cable",4484,"Brown ME Smart Cable"
"Applied Energistics 2","appliedenergistics2:brown_smart_dense_cable",4552,"Brown ME Dense Smart Cable"
"Applied Energistics 2","appliedenergistics2:cable_anchor",4560,"Cable Anchor"
"Applied Energistics 2","appliedenergistics2:cable_bus",4318,"AE2 Cable and/or Bus"
"Applied Energistics 2","appliedenergistics2:cable_fluid_interface",4583,"ME Fluid Interface"
"Applied Energistics 2","appliedenergistics2:cable_interface",4582,"ME Interface"
"Applied Energistics 2","appliedenergistics2:calculation_processor",4348,"Calculation Processor"
"Applied Energistics 2","appliedenergistics2:calculation_processor_press",4338,"Inscriber Calculation Press"
"Applied Energistics 2","appliedenergistics2:capacity_card",4362,"Capacity Card"
"Applied Energistics 2","appliedenergistics2:cell_workbench",4291,"Cell Workbench"
"Applied Energistics 2","appliedenergistics2:certus_crystal_seed",4430,"Certus Quartz Seed"
"Applied Energistics 2","appliedenergistics2:certus_quartz_axe",4390,"Certus Quartz Axe"
"Applied Energistics 2","appliedenergistics2:certus_quartz_crystal",4374,"Certus Quartz Crystal"
"Applied Energistics 2","appliedenergistics2:certus_quartz_cutting_knife",4396,"Certus Quartz Cutting Knife"
"Applied Energistics 2","appliedenergistics2:certus_quartz_dust",4371,"Certus Quartz Dust"
"Applied Energistics 2","appliedenergistics2:certus_quartz_hoe",4391,"Certus Quartz Hoe"
"Applied Energistics 2","appliedenergistics2:certus_quartz_pickaxe",4393,"Certus Quartz Pickaxe"
"Applied Energistics 2","appliedenergistics2:certus_quartz_shovel",4392,"Certus Quartz Shovel"
"Applied Energistics 2","appliedenergistics2:certus_quartz_sword",4394,"Certus Quartz Sword"
"Applied Energistics 2","appliedenergistics2:certus_quartz_wrench",4395,"Certus Quartz Wrench"
