"Mod name","Registry name","Item ID","Display name","Exists"
"AllTheOres","alltheores:ore_other_zinc","alltheores:ore_other_zinc","Other Zinc Ore","true"
"AllTheOres","alltheores:ore_platinum","alltheores:ore_platinum","Platinum Ore","true"
"AllTheOres","alltheores:ore_silver","alltheores:ore_silver","Silver Ore","true"
"AllTheOres","alltheores:ore_tin","alltheores:ore_tin","Tin Ore","true"
"AllTheOres","alltheores:ore_uranium","alltheores:ore_uranium","Uranium Ore","true"
"AllTheOres","alltheores:ore_zinc","alltheores:ore_zinc","Zinc Ore","true"
"AllTheOres","alltheores:osmium_block","alltheores:osmium_block","Osmium Block","true"
"AllTheOres","alltheores:platinum_block","alltheores:platinum_block","Platinum Block","true"
"AllTheOres","alltheores:silver_block","alltheores:silver_block","Silver Block","true"
"AllTheOres","alltheores:tin_block","alltheores:tin_block","Tin Block","true"
"AllTheOres","alltheores:uranium_block","alltheores:uranium_block","Uranium Block","true"
"AllTheOres","alltheores:zinc_block","alltheores:zinc_block","Zinc Block","true"
"Applied Energistics 2","appliedenergistics2:16k_crafting_storage","appliedenergistics2:16k_crafting_storage","16k Crafting Storage","true"
"Applied Energistics 2","appliedenergistics2:1k_crafting_storage","appliedenergistics2:1k_crafting_storage","1k Crafting Storage","true"
"Applied Energistics 2","appliedenergistics2:4k_crafting_storage","appliedenergistics2:4k_crafting_storage","4k Crafting Storage","true"
"Applied Energistics 2","appliedenergistics2:64k_crafting_storage","appliedenergistics2:64k_crafting_storage","64k Crafting Storage","true"
"Applied Energistics 2","appliedenergistics2:cable_bus","appliedenergistics2:cable_bus","AE2 Cable and/or Bus","true"
"Applied Energistics 2","appliedenergistics2:cell_workbench","appliedenergistics2:cell_workbench","Cell Workbench","true"
"Applied Energistics 2","appliedenergistics2:charged_quartz_ore","appliedenergistics2:charged_quartz_ore","Charged Certus Quartz Ore","true"
"Applied Energistics 2","appliedenergistics2:charger","appliedenergistics2:charger","Charger","true"
"Applied Energistics 2","appliedenergistics2:chest","appliedenergistics2:chest","ME Chest","true"
"Applied Energistics 2","appliedenergistics2:chiseled_quartz_block","appliedenergistics2:chiseled_quartz_block","Chiseled Certus Quartz Block","true"
"Applied Energistics 2","appliedenergistics2:chiseled_quartz_slab","appliedenergistics2:chiseled_quartz_slab","Chiseled Certus Quartz Slabs","true"
"Applied Energistics 2","appliedenergistics2:chiseled_quartz_stairs","appliedenergistics2:chiseled_quartz_stairs","Chiseled Certus Quartz Stairs","true"
"Applied Energistics 2","appliedenergistics2:condenser","appliedenergistics2:condenser","Matter Condenser","true"
"Applied Energistics 2","appliedenergistics2:controller","appliedenergistics2:controller","ME Controller","true"
"Applied Energistics 2","appliedenergistics2:crafting_accelerator","appliedenergistics2:crafting_accelerator","Crafting Co-Processing Unit","true"
"Applied Energistics 2","appliedenergistics2:crafting_monitor","appliedenergistics2:crafting_monitor","Crafting Monitor","true"
"Applied Energistics 2","appliedenergistics2:crafting_unit","appliedenergistics2:crafting_unit","Crafting Unit","true"
"Applied Energistics 2","appliedenergistics2:crank","appliedenergistics2:crank","Wooden Crank","true"
"Applied Energistics 2","appliedenergistics2:creative_energy_cell","appliedenergistics2:creative_energy_cell","Creative Energy Cell","true"
"Applied Energistics 2","appliedenergistics2:debug_chunk_loader","appliedenergistics2:debug_chunk_loader","Dev.ChunkLoader","true"
"Applied Energistics 2","appliedenergistics2:debug_cube_gen","appliedenergistics2:debug_cube_gen","Dev.CubeGen","true"
"Applied Energistics 2","appliedenergistics2:debug_energy_gen","appliedenergistics2:debug_energy_gen","Dev.EnergyGen","true"
"Applied Energistics 2","appliedenergistics2:debug_item_gen","appliedenergistics2:debug_item_gen","Dev.ItemGen","true"
"Applied Energistics 2","appliedenergistics2:debug_phantom_node","appliedenergistics2:debug_phantom_node","Dev.PhantomNode","true"
"Applied Energistics 2","appliedenergistics2:dense_energy_cell","appliedenergistics2:dense_energy_cell","Dense Energy Cell","true"
"Applied Energistics 2","appliedenergistics2:drive","appliedenergistics2:drive","ME Drive","true"
"Applied Energistics 2","appliedenergistics2:energy_acceptor","appliedenergistics2:energy_acceptor","Energy Acceptor","true"
"Applied Energistics 2","appliedenergistics2:energy_cell","appliedenergistics2:energy_cell","Energy Cell","true"
"Applied Energistics 2","appliedenergistics2:fluid_interface","appliedenergistics2:fluid_interface","ME Fluid Interface","true"
"Applied Energistics 2","appliedenergistics2:fluix_block","appliedenergistics2:fluix_block","Fluix Block","true"
"Applied Energistics 2","appliedenergistics2:fluix_slab","appliedenergistics2:fluix_slab","Fluix Slabs","true"
"Applied Energistics 2","appliedenergistics2:fluix_stairs","appliedenergistics2:fluix_stairs","Fluix Stairs","true"
"Applied Energistics 2","appliedenergistics2:grindstone","appliedenergistics2:grindstone","Quartz Grindstone","true"
"Applied Energistics 2","appliedenergistics2:inscriber","appliedenergistics2:inscriber","Inscriber","true"
"Applied Energistics 2","appliedenergistics2:interface","appliedenergistics2:interface","ME Interface","true"
"Applied Energistics 2","appliedenergistics2:io_port","appliedenergistics2:io_port","ME IO Port","true"
"Applied Energistics 2","appliedenergistics2:light_detector","appliedenergistics2:light_detector","Light Detecting Fixture","true"
"Applied Energistics 2","appliedenergistics2:matrix_frame","appliedenergistics2:matrix_frame","Matrix Frame","true"
"Applied Energistics 2","appliedenergistics2:molecular_assembler","appliedenergistics2:molecular_assembler","Molecular Assembler","true"
"Applied Energistics 2","appliedenergistics2:paint","appliedenergistics2:paint","block.appliedenergistics2.paint","true"
"Applied Energistics 2","appliedenergistics2:quantum_link","appliedenergistics2:quantum_link","ME Quantum Link Chamber","true"
"Applied Energistics 2","appliedenergistics2:quantum_ring","appliedenergistics2:quantum_ring","ME Quantum Ring","true"
"Applied Energistics 2","appliedenergistics2:quartz_block","appliedenergistics2:quartz_block","Certus Quartz Block","true"
"Applied Energistics 2","appliedenergistics2:quartz_fixture","appliedenergistics2:quartz_fixture","Charged Quartz Fixture","true"
"Applied Energistics 2","appliedenergistics2:quartz_glass","appliedenergistics2:quartz_glass","Quartz Glass","true"
"Applied Energistics 2","appliedenergistics2:quartz_growth_accelerator","appliedenergistics2:quartz_growth_accelerator","Crystal Growth Accelerator","true"
"Applied Energistics 2","appliedenergistics2:quartz_ore","appliedenergistics2:quartz_ore","Certus Quartz Ore","true"
"Applied Energistics 2","appliedenergistics2:quartz_pillar","appliedenergistics2:quartz_pillar","Certus Quartz Pillar","true"
"Applied Energistics 2","appliedenergistics2:quartz_pillar_slab","appliedenergistics2:quartz_pillar_slab","Certus Quartz Pillar Slabs","true"
"Applied Energistics 2","appliedenergistics2:quartz_pillar_stairs","appliedenergistics2:quartz_pillar_stairs","Certus Quartz Pillar Stairs","true"
"Applied Energistics 2","appliedenergistics2:quartz_slab","appliedenergistics2:quartz_slab","Certus Quartz Slabs","true"
"Applied Energistics 2","appliedenergistics2:quartz_stairs","appliedenergistics2:quartz_stairs","Certus Quartz Stairs","true"
"Applied Energistics 2","appliedenergistics2:quartz_vibrant_glass","appliedenergistics2:quartz_vibrant_glass","Vibrant Quartz Glass","true"
"Applied Energistics 2","appliedenergistics2:security_station","appliedenergistics2:security_station","ME Security Terminal","true"
"Applied Energistics 2","appliedenergistics2:sky_compass","appliedenergistics2:sky_compass","Meteorite Compass","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_block","appliedenergistics2:sky_stone_block","Sky Stone","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_brick","appliedenergistics2:sky_stone_brick","Sky Stone Brick","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_brick_slab","appliedenergistics2:sky_stone_brick_slab","Sky Stone Brick Slabs","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_brick_stairs","appliedenergistics2:sky_stone_brick_stairs","Sky Stone Brick Stairs","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_chest","appliedenergistics2:sky_stone_chest","Sky Stone Chest","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_slab","appliedenergistics2:sky_stone_slab","Sky Stone Slabs","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_small_brick","appliedenergistics2:sky_stone_small_brick","Sky Stone Small Brick","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_small_brick_slab","appliedenergistics2:sky_stone_small_brick_slab","Sky Stone Small Brick Slabs","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_small_brick_stairs","appliedenergistics2:sky_stone_small_brick_stairs","Sky Stone Small Brick Stairs","true"
"Applied Energistics 2","appliedenergistics2:sky_stone_stairs","appliedenergistics2:sky_stone_stairs","Sky Stone Stairs","true"
"Applied Energistics 2","appliedenergistics2:smooth_sky_stone_block","appliedenergistics2:smooth_sky_stone_block","Sky Stone Block","true"
"Applied Energistics 2","appliedenergistics2:smooth_sky_stone_chest","appliedenergistics2:smooth_sky_stone_chest","Sky Stone Block Chest","true"
"Applied Energistics 2","appliedenergistics2:smooth_sky_stone_slab","appliedenergistics2:smooth_sky_stone_slab","Sky Stone Block Slabs","true"
"Applied Energistics 2","appliedenergistics2:smooth_sky_stone_stairs","appliedenergistics2:smooth_sky_stone_stairs","Sky Stone Block Stairs","true"
"Applied Energistics 2","appliedenergistics2:spatial_anchor","appliedenergistics2:spatial_anchor","Spatial Anchor","true"
"Applied Energistics 2","appliedenergistics2:spatial_io_port","appliedenergistics2:spatial_io_port","Spatial IO Port","true"
"Applied Energistics 2","appliedenergistics2:spatial_pylon","appliedenergistics2:spatial_pylon","Spatial Pylon","true"
"Applied Energistics 2","appliedenergistics2:tiny_tnt","appliedenergistics2:tiny_tnt","Tiny TNT","true"
"Applied Energistics 2","appliedenergistics2:vibration_chamber","appliedenergistics2:vibration_chamber","Vibration Chamber","true"
"Applied Energistics 2","appliedenergistics2:wireless_access_point","appliedenergistics2:wireless_access_point","ME Wireless Access Point","true"
"Bigger Reactors","biggerreactors:blutonium_block","biggerreactors:blutonium_block","Blutonium Block","true"
"Bigger Reactors","biggerreactors:cyanite_block","biggerreactors:cyanite_block","Cyanite Block","true"
"Bigger Reactors","biggerreactors:cyanite_reprocessor","biggerreactors:cyanite_reprocessor","Cyanite Reprocessor","true"
"Bigger Reactors","biggerreactors:fluid_irradiated_steam","","block.biggerreactors.fluid_irradiated_steam","true"
"Bigger Reactors","biggerreactors:fluid_yellorium","","block.biggerreactors.fluid_yellorium","true"
"Bigger Reactors","biggerreactors:graphite_block","biggerreactors:graphite_block","Graphite Block","true"
"Bigger Reactors","biggerreactors:heat_exchanger_casing","biggerreactors:heat_exchanger_casing","Heat Exchanger Casing","true"
"Bigger Reactors","biggerreactors:heat_exchanger_computer_port","biggerreactors:heat_exchanger_computer_port","Heat Exchanger Computer Port","true"
"Bigger Reactors","biggerreactors:heat_exchanger_condenser_channel","biggerreactors:heat_exchanger_condenser_channel","Heat Exchanger Condenser Channel","true"
"Bigger Reactors","biggerreactors:heat_exchanger_coolant_port","biggerreactors:heat_exchanger_coolant_port","Heat Exchanger Coolant Port","true"
"Bigger Reactors","biggerreactors:heat_exchanger_evaporator_channel","biggerreactors:heat_exchanger_evaporator_channel","Heat Exchanger Evaporator Channel","true"
"Bigger Reactors","biggerreactors:heat_exchanger_glass","biggerreactors:heat_exchanger_glass","Heat Exchanger Glass","true"
"Bigger Reactors","biggerreactors:heat_exchanger_terminal","biggerreactors:heat_exchanger_terminal","Heat Exchanger Terminal","true"
"Bigger Reactors","biggerreactors:liquid_obsidian","","block.biggerreactors.liquid_obsidian","true"
"Bigger Reactors","biggerreactors:ludicrite_block","biggerreactors:ludicrite_block","Ludicrite Block","true"
"Bigger Reactors","biggerreactors:reactor_access_port","biggerreactors:reactor_access_port","Reactor Access Port","true"
"Bigger Reactors","biggerreactors:reactor_casing","biggerreactors:reactor_casing","Reactor Casing","true"
"Bigger Reactors","biggerreactors:reactor_computer_port","biggerreactors:reactor_computer_port","Reactor Computer Port","true"
"Bigger Reactors","biggerreactors:reactor_control_rod","biggerreactors:reactor_control_rod","Reactor Control Rod","true"
"Bigger Reactors","biggerreactors:reactor_coolant_port","biggerreactors:reactor_coolant_port","Reactor Coolant Port","true"
"Bigger Reactors","biggerreactors:reactor_fuel_rod","biggerreactors:reactor_fuel_rod","Reactor Fuel Rod","true"
"Bigger Reactors","biggerreactors:reactor_glass","biggerreactors:reactor_glass","Reactor Glass","true"
"Bigger Reactors","biggerreactors:reactor_manifold","biggerreactors:reactor_manifold","Reactor Coolant Manifold","true"
"Bigger Reactors","biggerreactors:reactor_power_tap","biggerreactors:reactor_power_tap","Reactor Power Tap","true"
"Bigger Reactors","biggerreactors:reactor_redstone_port","biggerreactors:reactor_redstone_port","Reactor Redstone Port","true"
"Bigger Reactors","biggerreactors:reactor_terminal","biggerreactors:reactor_terminal","Reactor Terminal","true"
"Bigger Reactors","biggerreactors:superheated_sodium","","block.biggerreactors.superheated_sodium","true"
"Bigger Reactors","biggerreactors:turbine_casing","biggerreactors:turbine_casing","Turbine Casing","true"
"Bigger Reactors","biggerreactors:turbine_computer_port","biggerreactors:turbine_computer_port","Turbine Computer Port","true"
"Bigger Reactors","biggerreactors:turbine_coolant_port","biggerreactors:turbine_coolant_port","Turbine Coolant Port","true"
"Bigger Reactors","biggerreactors:turbine_glass","biggerreactors:turbine_glass","Turbine Glass","true"
"Bigger Reactors","biggerreactors:turbine_power_tap","biggerreactors:turbine_power_tap","Turbine Power Tap","true"
"Bigger Reactors","biggerreactors:turbine_rotor_bearing","biggerreactors:turbine_rotor_bearing","Turbine Rotor Bearing","true"
"Bigger Reactors","biggerreactors:turbine_rotor_blade","biggerreactors:turbine_rotor_blade","Turbine Rotor Blade","true"
"Bigger Reactors","biggerreactors:turbine_rotor_shaft","biggerreactors:turbine_rotor_shaft","Turbine Rotor Shaft","true"
"Bigger Reactors","biggerreactors:turbine_terminal","biggerreactors:turbine_terminal","Turbine Terminal","true"
"Bigger Reactors","biggerreactors:yellorite_ore","biggerreactors:yellorite_ore","Uranium Ore","true"
"Bigger Reactors","biggerreactors:yellorium_block","biggerreactors:yellorium_block","Uranium Block","true"
"Biomes O' Plenty","biomesoplenty:barley","biomesoplenty:barley","Barley","true"
"Biomes O' Plenty","biomesoplenty:black_sand","biomesoplenty:black_sand","Black Sand","true"
"Biomes O' Plenty","biomesoplenty:black_sandstone","biomesoplenty:black_sandstone","Black Sandstone","true"
"Biomes O' Plenty","biomesoplenty:black_sandstone_slab","biomesoplenty:black_sandstone_slab","Black Sandstone Slab","true"
"Biomes O' Plenty","biomesoplenty:black_sandstone_stairs","biomesoplenty:black_sandstone_stairs","Black Sandstone Stairs","true"
"Biomes O' Plenty","biomesoplenty:black_sandstone_wall","biomesoplenty:black_sandstone_wall","Black Sandstone Wall","true"
"Biomes O' Plenty","biomesoplenty:blue_hydrangea","biomesoplenty:blue_hydrangea","Blue Hydrangea","true"
"Biomes O' Plenty","biomesoplenty:bramble","biomesoplenty:bramble","Bramble","true"
"Biomes O' Plenty","biomesoplenty:burning_blossom","biomesoplenty:burning_blossom","Burning Blossom","true"
"Biomes O' Plenty","biomesoplenty:bush","biomesoplenty:bush","Bush","true"
"Biomes O' Plenty","biomesoplenty:cattail","biomesoplenty:cattail","Cattail","true"
"Biomes O' Plenty","biomesoplenty:cherry_button","biomesoplenty:cherry_button","Cherry Button","true"
"Biomes O' Plenty","biomesoplenty:cherry_door","biomesoplenty:cherry_door","Cherry Door","true"
"Biomes O' Plenty","biomesoplenty:cherry_fence","biomesoplenty:cherry_fence","Cherry Fence","true"
"Biomes O' Plenty","biomesoplenty:cherry_fence_gate","biomesoplenty:cherry_fence_gate","Cherry Fence Gate","true"
"Biomes O' Plenty","biomesoplenty:cherry_log","biomesoplenty:cherry_log","Cherry Log","true"
"Biomes O' Plenty","biomesoplenty:cherry_planks","biomesoplenty:cherry_planks","Cherry Planks","true"
"Biomes O' Plenty","biomesoplenty:cherry_pressure_plate","biomesoplenty:cherry_pressure_plate","Cherry Pressure Plate","true"
"Biomes O' Plenty","biomesoplenty:cherry_slab","biomesoplenty:cherry_slab","Cherry Slab","true"
"Biomes O' Plenty","biomesoplenty:cherry_stairs","biomesoplenty:cherry_stairs","Cherry Stairs","true"
"Biomes O' Plenty","biomesoplenty:cherry_trapdoor","biomesoplenty:cherry_trapdoor","Cherry Trapdoor","true"
"Biomes O' Plenty","biomesoplenty:cherry_wood","biomesoplenty:cherry_wood","Cherry Wood","true"
"Biomes O' Plenty","biomesoplenty:chiseled_black_sandstone","biomesoplenty:chiseled_black_sandstone","Chiseled Black Sandstone","true"
"Biomes O' Plenty","biomesoplenty:chiseled_orange_sandstone","biomesoplenty:chiseled_orange_sandstone","Chiseled Orange Sandstone","true"
"Biomes O' Plenty","biomesoplenty:chiseled_white_sandstone","biomesoplenty:chiseled_white_sandstone","Chiseled White Sandstone","true"
"Biomes O' Plenty","biomesoplenty:cut_black_sandstone","biomesoplenty:cut_black_sandstone","Cut Black Sandstone","true"
"Biomes O' Plenty","biomesoplenty:cut_black_sandstone_slab","biomesoplenty:cut_black_sandstone_slab","Cut Black Sandstone Slab","true"
"Biomes O' Plenty","biomesoplenty:cut_orange_sandstone","biomesoplenty:cut_orange_sandstone","Cut Orange Sandstone","true"
"Biomes O' Plenty","biomesoplenty:cut_orange_sandstone_slab","biomesoplenty:cut_orange_sandstone_slab","Cut Orange Sandstone Slab","true"
"Biomes O' Plenty","biomesoplenty:cut_white_sandstone","biomesoplenty:cut_white_sandstone","Cut White Sandstone","true"
"Biomes O' Plenty","biomesoplenty:cut_white_sandstone_slab","biomesoplenty:cut_white_sandstone_slab","Cut White Sandstone Slab","true"
"Biomes O' Plenty","biomesoplenty:dead_branch","biomesoplenty:dead_branch","Dead Branch","true"
"Biomes O' Plenty","biomesoplenty:dead_button","biomesoplenty:dead_button","Dead Button","true"
"Biomes O' Plenty","biomesoplenty:dead_door","biomesoplenty:dead_door","Dead Door","true"
"Biomes O' Plenty","biomesoplenty:dead_fence","biomesoplenty:dead_fence","Dead Fence","true"
"Biomes O' Plenty","biomesoplenty:dead_fence_gate","biomesoplenty:dead_fence_gate","Dead Fence Gate","true"
"Biomes O' Plenty","biomesoplenty:dead_grass","biomesoplenty:dead_grass","Dead Grass","true"
"Biomes O' Plenty","biomesoplenty:dead_leaves","biomesoplenty:dead_leaves","Dead Leaves","true"
"Biomes O' Plenty","biomesoplenty:dead_log","biomesoplenty:dead_log","Dead Log","true"
"Biomes O' Plenty","biomesoplenty:dead_planks","biomesoplenty:dead_planks","Dead Planks","true"
"Biomes O' Plenty","biomesoplenty:dead_pressure_plate","biomesoplenty:dead_pressure_plate","Dead Pressure Plate","true"
"Biomes O' Plenty","biomesoplenty:dead_sapling","biomesoplenty:dead_sapling","Dead Sapling","true"
"Biomes O' Plenty","biomesoplenty:dead_slab","biomesoplenty:dead_slab","Dead Slab","true"
"Biomes O' Plenty","biomesoplenty:dead_stairs","biomesoplenty:dead_stairs","Dead Stairs","true"
"Biomes O' Plenty","biomesoplenty:dead_trapdoor","biomesoplenty:dead_trapdoor","Dead Trapdoor","true"
"Biomes O' Plenty","biomesoplenty:dead_wood","biomesoplenty:dead_wood","Dead Wood","true"
"Biomes O' Plenty","biomesoplenty:desert_grass","biomesoplenty:desert_grass","Desert Grass","true"
"Biomes O' Plenty","biomesoplenty:dried_salt","biomesoplenty:dried_salt","Dried Salt","true"
"Biomes O' Plenty","biomesoplenty:dune_grass","biomesoplenty:dune_grass","Dune Grass","true"
"Biomes O' Plenty","biomesoplenty:fir_button","biomesoplenty:fir_button","Fir Button","true"
"Biomes O' Plenty","biomesoplenty:fir_door","biomesoplenty:fir_door","Fir Door","true"
"Biomes O' Plenty","biomesoplenty:fir_fence","biomesoplenty:fir_fence","Fir Fence","true"
"Biomes O' Plenty","biomesoplenty:fir_fence_gate","biomesoplenty:fir_fence_gate","Fir Fence Gate","true"
"Biomes O' Plenty","biomesoplenty:fir_leaves","biomesoplenty:fir_leaves","Fir Leaves","true"
"Biomes O' Plenty","biomesoplenty:fir_log","biomesoplenty:fir_log","Fir Log","true"
"Biomes O' Plenty","biomesoplenty:fir_planks","biomesoplenty:fir_planks","Fir Planks","true"
"Biomes O' Plenty","biomesoplenty:fir_pressure_plate","biomesoplenty:fir_pressure_plate","Fir Pressure Plate","true"
"Biomes O' Plenty","biomesoplenty:fir_sapling","biomesoplenty:fir_sapling","Fir Sapling","true"
"Biomes O' Plenty","biomesoplenty:fir_slab","biomesoplenty:fir_slab","Fir Slab","true"
"Biomes O' Plenty","biomesoplenty:fir_stairs","biomesoplenty:fir_stairs","Fir Stairs","true"
"Biomes O' Plenty","biomesoplenty:fir_trapdoor","biomesoplenty:fir_trapdoor","Fir Trapdoor","true"
"Biomes O' Plenty","biomesoplenty:fir_wood","biomesoplenty:fir_wood","Fir Wood","true"
"Biomes O' Plenty","biomesoplenty:flesh","biomesoplenty:flesh","Flesh","true"
"Biomes O' Plenty","biomesoplenty:flowering_oak_leaves","biomesoplenty:flowering_oak_leaves","Flowering Oak Leaves","true"
"Biomes O' Plenty","biomesoplenty:flowering_oak_sapling","biomesoplenty:flowering_oak_sapling","Flowering Oak Sapling","true"
"Biomes O' Plenty","biomesoplenty:glowflower","biomesoplenty:glowflower","Glowflower","true"
"Biomes O' Plenty","biomesoplenty:glowshroom","biomesoplenty:glowshroom","Glowshroom","true"
"Biomes O' Plenty","biomesoplenty:glowshroom_block","biomesoplenty:glowshroom_block","Glowshroom Block","true"
"Biomes O' Plenty","biomesoplenty:goldenrod","biomesoplenty:goldenrod","Goldenrod","true"
"Biomes O' Plenty","biomesoplenty:hellbark_button","biomesoplenty:hellbark_button","Hellbark Button","true"
"Biomes O' Plenty","biomesoplenty:hellbark_door","biomesoplenty:hellbark_door","Hellbark Door","true"
"Biomes O' Plenty","biomesoplenty:hellbark_fence","biomesoplenty:hellbark_fence","Hellbark Fence","true"
"Biomes O' Plenty","biomesoplenty:hellbark_fence_gate","biomesoplenty:hellbark_fence_gate","Hellbark Fence Gate","true"
"Biomes O' Plenty","biomesoplenty:hellbark_leaves","biomesoplenty:hellbark_leaves","Hellbark Leaves","true"
"Biomes O' Plenty","biomesoplenty:hellbark_log","biomesoplenty:hellbark_log","Hellbark Log","true"
"Biomes O' Plenty","biomesoplenty:hellbark_planks","biomesoplenty:hellbark_planks","Hellbark Planks","true"
"Biomes O' Plenty","biomesoplenty:hellbark_pressure_plate","biomesoplenty:hellbark_pressure_plate","Hellbark Pressure Plate","true"
"Biomes O' Plenty","biomesoplenty:hellbark_sapling","biomesoplenty:hellbark_sapling","Hellbark Sapling","true"
"Biomes O' Plenty","biomesoplenty:hellbark_slab","biomesoplenty:hellbark_slab","Hellbark Slab","true"
"Biomes O' Plenty","biomesoplenty:hellbark_stairs","biomesoplenty:hellbark_stairs","Hellbark Stairs","true"
"Biomes O' Plenty","biomesoplenty:hellbark_trapdoor","biomesoplenty:hellbark_trapdoor","Hellbark Trapdoor","true"
"Biomes O' Plenty","biomesoplenty:hellbark_wood","biomesoplenty:hellbark_wood","Hellbark Wood","true"
"Biomes O' Plenty","biomesoplenty:jacaranda_button","biomesoplenty:jacaranda_button","Jacaranda Button","true"
"Biomes O' Plenty","biomesoplenty:jacaranda_door","biomesoplenty:jacaranda_door","Jacaranda Door","true"
"Biomes O' Plenty","biomesoplenty:jacaranda_fence","biomesoplenty:jacaranda_fence","Jacaranda Fence","true"
"Biomes O' Plenty","biomesoplenty:jacaranda_fence_gate","biomesoplenty:jacaranda_fence_gate","Jacaranda Fence Gate","true"
"Biomes O' Plenty","biomesoplenty:jacaranda_leaves","biomesoplenty:jacaranda_leaves","Jacaranda Blossoms","true"
"Biomes O' Plenty","biomesoplenty:jacaranda_log","biomesoplenty:jacaranda_log","Jacaranda Log","true"
